isoTimestamp,accelX_mean,accelX_var,accelX_max,accelX_min,accelY_mean,accelY_var,accelY_max,accelY_min,accelZ_mean,accelZ_var,accelZ_max,accelZ_min,rateX_mean,rateX_var,rateX_max,rateX_min,rateY_mean,rateY_var,rateY_max,rateY_min,rateZ_mean,rateZ_var,rateZ_max,rateZ_min,timestamp_mean,timestamp_var,timestamp_max,timestamp_min,impact
2025-03-11 22:21:43.500000+00:00,-0.73333335,0.061449263,-0.2,-1.2,-0.8833334,0.027536228,-0.6,-1.2,-1.5583334,0.08340581,-1.2,-2.2,18.858334,437.81122,53.7,-17.3,-20.716667,518.03094,30.3,-66.9,29.091667,1370.5372,83.0,-37.8,1741731704.117792,0.005094005391712293,1741731704.234,1741731704.002,1
2025-03-11 22:21:45+00:00,-0.0175,0.5033397,2.2,-1.8,-0.383125,0.13738647,0.4,-2.7,-1.749375,0.18893048,-0.4,-4.3,6.668125,4485.309,198.6,-249.4,26.200626,36764.188,544.1,-425.3,-10.4643755,8928.629,261.8,-265.7,1741731705.7700436,0.18207310011999794,1741731706.495,1741731705.004,0
2025-03-11 22:21:46.500000+00:00,-0.547651,0.31426802,2.4,-2.4,-0.7919463,0.13074553,0.2,-1.8,-1.6067114,0.3154952,0.0,-5.1,31.387918,5569.296,276.5,-215.0,-26.655704,19609.455,673.0,-550.7,-3.0456376,6009.711,245.7,-337.5,1741731707.2505167,0.1888993191011306,1741731707.996,1741731706.505,0
2025-03-11 22:21:48+00:00,-0.06293103,0.5916767,3.1,-1.8,0.29051724,2.9278352,5.7,-12.3,-2.0672414,0.81823176,2.2,-4.9,-28.50431,5905.771,293.0,-174.5,26.456036,22967.658,542.4,-252.5,61.013794,56375.406,972.3,-197.4,1741731708.8440545,0.08725490137330832,1741731709.496,1741731708.006,0
2025-03-11 22:21:49.500000+00:00,0.6385135,0.38197598,2.5,-1.4,-0.17162162,0.65810096,2.2,-4.1,-1.0898649,0.725407,2.2,-5.9,-23.297297,91829.29,515.1,-1545.0,22.43446,10519.274,240.8,-431.9,-29.330404,42533.715,397.2,-803.7,1741731710.2532973,0.18974840087014902,1741731710.997,1741731709.506,0
2025-03-11 22:21:51+00:00,0.25637585,0.058421902,1.0,-0.6,0.20604028,0.13976055,2.9,-2.0,-1.4510067,0.11359693,-0.6,-2.2,19.302685,2401.3484,140.1,-125.2,17.771141,2022.768,164.7,-115.9,-13.648993,2966.69,131.8,-296.7,1741731711.7521544,0.188883816588633,1741731712.497,1741731711.007,0
2025-03-11 22:21:52.500000+00:00,0.19731544,0.12756033,1.4,-1.0,-0.3718121,0.1264974,0.6,-1.4,-2.081208,0.091130964,-1.0,-2.7,14.016107,9948.77,143.0,-427.5,16.583221,13077.276,587.3,-392.8,11.28792,3282.0088,101.7,-219.4,1741731713.2527182,0.18889082019964498,1741731713.998,1741731712.508,0
2025-03-11 22:21:54+00:00,0.031543624,0.34041724,2.5,-1.4,-0.4342282,0.26510423,1.0,-2.9,-2.0,0.19567561,-0.6,-3.5,2.1718118,15804.635,715.9,-322.8,-6.0644298,27212.56,403.6,-438.5,-54.313423,19460.82,237.9,-545.1,1741731714.7532349,0.18889769549798108,1741731715.498,1741731714.008,0
2025-03-11 22:21:55.500000+00:00,0.22550337,0.25907487,1.0,-1.4,-1.3275168,0.45025113,0.2,-2.9,-1.5261745,0.36559403,-0.2,-3.1,42.826176,14185.424,256.0,-305.2,74.49933,44236.35,376.7,-482.1,20.133556,7001.0063,304.0,-187.4,1741731716.2538054,0.18889041449250768,1741731716.999,1741731715.508,0
2025-03-11 22:21:57+00:00,0.47297296,0.032189745,1.0,0.0,-1.7824323,0.059825346,-1.2,-2.4,-1.0527027,0.051897403,-0.6,-1.6,7.918919,2798.713,105.7,-79.8,-9.739865,18528.842,264.0,-276.9,-6.050676,1612.7451,80.0,-91.0,1741731717.749304,0.18637699574628216,1741731718.49,1741731717.009,0
